Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
BSCT3,4.05,0.04,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","9,05%",0.0,212960000.0,0.0,"1,92%"
CORR3,12.0,0.04,0.06,0.834,"0,00%",0.017,0.03,-0.08,0.42,3.33,3.38,"-1.057,66%","2.141,14%",4.25,"-85,44%","152,84%",0.0,4665000.0,0.0,"-42,09%"
BPHA3,0.62,0.06,-0.24,-20.054,"0,00%",0.995,-0.38,0.78,-0.2,1.6,1.43,"-2.581,69%","-33.652,50%",0.06,"401,01%","-402,50%",0.0,-292294000.0,-0.26,"-53,39%"
IGBR5,18.9,0.06,-0.04,3.248,"0,00%",0.111,-0.11,-0.4,-0.03,-4.55,-4.76,"-817,12%","5.379,32%",0.33,"-57,99%","-60,10%",0.0,-650957000.0,-0.54,"13,97%"
IGBR6,19.0,0.06,-0.04,3.266,"0,00%",0.112,-0.11,-0.4,-0.03,-4.55,-4.76,"-817,12%","5.379,32%",0.33,"-57,99%","-60,10%",0.0,-650957000.0,-0.54,"13,97%"
SULT4,0.43,0.09,0.01,0.033,"0,00%",0.003,-0.01,-1.0,0.0,-1.0,-1.06,"-3,26%","37,52%",0.21,"-0,28%","14,13%",0.0,426618000.0,0.0,"12,58%"
BRSR4,181.1,0.09,0.01,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","8,62%",0.0,9478730000.0,0.0,"5,64%"
ATMP3,4.1,0.09,-6.53,0.325,"0,00%",0.072,-6.28,-0.61,-0.1,-1.48,-7.32,"-53,50%","347,29%",0.96,"-12,52%","-6.969,54%",143683.0,-16770000.0,-13.71,"-19,91%"
CREM4,48.0,0.11,0.01,0.002,"0,00%",0.002,0.02,0.03,-0.02,3.55,2.09,"8,05%","2,10%",1.29,"11,36%","7,50%",0.0,189701000.0,1.58,"-0,27%"
LREN4,105.0,0.11,0.01,0.008,"0,00%",0.005,0.02,0.04,0.07,-0.36,-0.26,"20,79%","6,95%",1.7,"18,38%","9,54%",0.0,9765090000.0,0.22,"13,69%"
SULT3,0.56,0.12,0.02,0.043,"0,00%",0.004,-0.02,-1.31,-0.01,-1.31,-1.38,"-3,26%","37,52%",0.21,"-0,28%","14,13%",0.0,426618000.0,0.0,"12,58%"
MNDL3,49.0,0.13,0.78,0.149,"0,00%",0.092,-0.68,1.48,-0.18,6.2,5.18,"10,05%","111,55%",0.73,"6,69%","583,75%",39043.5,155887000.0,2.52,"15,86%"
TPRC6,105.0,0.13,0.01,0.015,"0,00%",0.006,0.12,0.08,-0.03,0.0,0.0,"19,44%","11,11%",1.34,"9,67%","8,33%",0.0,22847800000.0,0.14,"2,29%"
PALF11,125.0,0.14,0.06,0.007,"0,00%",0.006,0.23,0.04,-0.01,2.63,2.3,"19,85%","5,36%",1.09,"17,15%","42,41%",0.0,1887350000.0,4.66,"11,64%"
TPRC3,113.5,0.14,0.01,0.016,"0,00%",0.007,0.13,0.08,-0.03,0.01,0.0,"19,44%","11,11%",1.34,"9,67%","8,33%",0.0,22847800000.0,0.14,"2,29%"
SLED4,1.6,0.22,-0.04,0.207,"0,00%",0.239,-0.1,-0.22,-0.04,-0.74,-0.9,"-93,81%","92,72%",0.12,"-2.259,94%","-18,07%",0.0,-381277000.0,-0.09,"-48,69%"
HETA3,96.0,0.24,-0.14,14.818,"0,00%",3.851,-15.71,28.65,-0.14,218.57,218.57,"51,73%","6.253,57%",0.44,"13,63%","-58,70%",0.0,-351981000.0,-0.92,"36,63%"
PALF5,236.6,0.26,0.11,0.014,"0,00%",0.01,0.43,0.07,-0.02,2.66,2.33,"19,85%","5,36%",1.09,"17,15%","42,41%",0.0,1887350000.0,4.66,"11,64%"
CORR4,82.0,0.27,0.41,5.701,"0,00%",0.118,0.2,-0.54,2.84,2.87,2.91,"-1.057,66%","2.141,14%",4.25,"-85,44%","152,84%",0.0,4665000.0,0.0,"-42,09%"
MMAQ4,200.06,0.27,0.04,0.009,"0,00%",0.018,0.05,-1.82,0.06,-27.28,-27.28,"-0,50%","3,40%",1.69,"-1,19%","13,08%",0.0,254977000.0,0.72,"30,33%"
